# UK TRACK EXCHANGE FORMAT, V1.0
# Lat,Long,DTG,UnitName,CaseNumber,Type,Flag,Sensor,MajorAxis,SemiMajorAxis,SemiMinorAxis,Course,Speed,Depth,Likelihood,Confidence,SuppliedBy,Provenance,InfoCutoffDate,Purpose,Classification,DistributionStatement
22.0725139, -21.8462889,19951212T061700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,149.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0703, -21.8443917,19951212T061800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0680694, -21.8425528,19951212T061900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0658417, -21.8406889,19951212T062000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0635917, -21.8388194,19951212T062100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0613556, -21.8369583,19951212T062200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0590972, -21.8350639,19951212T062300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,149.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0568611, -21.8331722,19951212T062400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0546028, -21.8312806,19951212T062500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,149.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0523861, -21.8293889,19951212T062600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,165.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0500444, -21.8284889,19951212T062700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,198.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0478083, -21.8295806,19951212T062800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,199.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0454944, -21.8307972,19951212T062900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0431583, -21.8320833,19951212T063000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0407778, -21.8333472,19951212T063100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0383861, -21.83465,19951212T063200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0359889, -21.8359528,19951212T063300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0335833, -21.83725,19951212T063400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0311861, -21.8385694,19951212T063500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0287806, -21.8399,19951212T063600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0263472, -21.841225,19951212T063700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,199.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0239306, -21.8424861,19951212T063800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,201.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0215222, -21.8438361,19951212T063900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0191222, -21.8451361,19951212T064000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0167194, -21.8464333,19951212T064100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0143167, -21.8477667,19951212T064200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0119028, -21.8490472,19951212T064300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0094833, -21.8503833,19951212T064400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0070833, -21.8516694,19951212T064500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0046778, -21.8529611,19951212T064600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0022611, -21.8542806,19951212T064700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9998583, -21.8555833,19951212T064800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9974528, -21.8568861,19951212T064900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,200.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9950444, -21.8581889,19951212T065000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,199.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9926194, -21.8594528,19951212T065100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,167.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.990375, -21.8587056,19951212T065200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,146.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9883472, -21.8567778,19951212T065300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9863167, -21.8547417,19951212T065400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9842389, -21.8526639,19951212T065500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,144.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9821667, -21.8505361,19951212T065600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,146.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9800111, -21.8484167,19951212T065700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9778833, -21.8462889,19951212T065800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,144.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9757778, -21.8441139,19951212T065900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9736722, -21.8419667,19951212T070000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9715389, -21.8398306,19951212T070100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9694111, -21.8376639,19951212T070200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9672917, -21.8355389,19951212T070300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9652028, -21.8334139,19951212T070400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9630611, -21.8312556,19951212T070500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.96095, -21.8291139,19951212T070600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9588361, -21.8269611,19951212T070700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,145.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9567, -21.8247917,19951212T070800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,183.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9545361, -21.8249694,19951212T070900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,256.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9540722, -21.8276639,19951212T071000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,290.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9547806, -21.8304806,19951212T071100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,289.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9555556, -21.8335722,19951212T071200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,290.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9563778, -21.8368333,19951212T071300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,289.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9572139, -21.8402333,19951212T071400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,318.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9588556, -21.8423306,19951212T071500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,33.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9603917, -21.8408528,19951212T071600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9617056, -21.8384917,19951212T071700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9631583, -21.8359139,19951212T071800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,49.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9647167, -21.8332278,19951212T071900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9663083, -21.8304306,19951212T072000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,49.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9679306, -21.8276278,19951212T072100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,49.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.969575, -21.8247833,19951212T072200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9712, -21.8219139,19951212T072300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9728389, -21.8190472,19951212T072400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9745056, -21.8161194,19951212T072500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,49.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9761722, -21.8132444,19951212T072600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9778167, -21.8103389,19951212T072700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9794583, -21.8074056,19951212T072800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,49.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.981125, -21.8045278,19951212T072900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9827639, -21.8016167,19951212T073000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,49.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9844083, -21.7987667,19951212T073100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,50.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9860528, -21.7958694,19951212T073200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,68.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9869167, -21.7927222,19951212T073300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,125.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9856694, -21.7901444,19951212T073400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
